"text.X.U.FEFF.Comment","text.text_tokens","text.V3","emotion","polarity"
"Buenos  dias yo ya recibí el 25% de mis ahorros  pero  me enfermé  y no pude  realizar  mis proyectos  ,pregunta puedo optar por otro 25% , tengo 58 años  y quiero  trabajar  independientemente  porque a esta  edad no me dan trabajo o tienen  algún programa que preste para emprender un negocio ",NA,"bueno dias yo ya recibir el 25 % de mi ahorro pero me enfermar y no poder realizar mi proyecto , preguntar poder optar por otro 25 % , tener 58 año y querer trabajar independientemente porque a este edad no me dar trabajar o tener alguno programar que prestar parar emprender uno negociar","disgust","negative"
"Y para jubilarse  aplicó o que tengo que hacer  tengo  58 años",NA,"y parar jubilarse aplicar o que tener que hacer tener 58 año","unknown","positive"
"No importa que haya retirado  el 25% de mis ahorros",NA,"no importar que haber retirar el 25 % de mi ahorro","unknown","negative"
"O si me perjudica para  la  hora de evaluación ",NA,"o si me perjudicar parar el hora de evaluación","unknown","positive"
"Que significa BET",NA,"que significar bet","unknown","positive"
"Y esa información  para saber si tengo 25 años cotizados  me la podría  dar usted ",NA,"y ese información parar saber si tener 25 año cotizar me el poder dar tú","unknown","positive"
"Y me puede regalar mis años cotizados para saber en rango aplico porfa",NA,"y me poder regalar mi año cotizar parar saber en rango aplicar porfa","unknown","positive"
"Ya ise la cita con las afpPero tuve que ASER otro coreo porque el que tenía no me abría.mi pregunta es el nuevo coreo que tengo ya lorejistro el sistema delas afp",NA,"ya ise el citar con el afppero tener que aser otro corear porque el que tener no me abría.mi preguntar ser el nuevo corear que tener ya lorejistro el sistema delas afp","unknown","negative"
"Buenas. Tardes. Un ejecutivo me dijo. Que erann 15 días. Para hacer depósito del  25 %",NA,"bueno . tardar . uno ejecutivo me decir . que erann 15 día . parar hacer depósito del 25 %","unknown","positive"
"Hola necesito un estado de cuenta  ",NA,"hola necesitar uno estar de contar","unknown","positive"
"Yo no tengo los 10 años cotizados xque hay empresas que se lo descuentan a uno y no los reflejan podría pedir un anticipo de mi dinero?",NA,"yo no tener el 10 año cotizar xque haber empresa que se el descontar a unir y no el reflejar poder pedir uno anticipar de mi dinero ?","unknown","negative"
"Buenas tardes..tengo el problema que cuando quiero ingresar el correo me dice que no es el que yo registre en sus datos..y el numero de atencion nunca contestan para pedir cita.",NA,"bueno tardar . . tener el problema que cuando querer ingresar el correar me decir que no ser el que yo registrar en su dato . . y el numerar de atencion nunca contestar parar pedir citar .","unknown","negative"
"quiero concertar una cita para AFP crecer.  Pero ya.",NA,"querer concertar unir citar parar afp crecer . pero ya .","unknown","positive"
"Solo necesito saber si hay que hacer cita, para obtener constancia de que no soy patrono y no tengo cuotas pendientes, no soy afiliado, pero me lo piden en mi lugar de trabajo",NA,"solo necesitar saber si haber que hacer citar , parar obtener constancia de que no ser patrono y no tener cuota pendiente , no ser afiliar , pero me el pedir en mi lugar de trabajar","surprise","negative"
"Buenos días podrá ayudarme para hacer cita o como se hace para firmar de sobrevivencia??",NA,"bueno día poder ayudarme parar hacer citar o comer se hacer parar firmar de sobrevivencia ? ?","unknown","positive"
"Como puedo saber cual es mi saldo",NA,"comer poder saber cual ser mi saldar","unknown","positive"
"Hola buenos días como puedo actualizar mis datos",NA,"hola bueno día comer poder actualizar mi dato","unknown","positive"
"AFP Crecer gracias ",NA,"afp crecer gracia","unknown","positive"
"Nesesito ahutualizar. Datos no puedo para antisipo de ahorro.",NA,"nesesito ahutualizar . dato no poder parar antisipo de ahorrar .","unknown","negative"
"Mi esposo quiere actualisar sus datos y nole acepta su contra de correo porque esta toda en minuscula que puede haser",NA,"mi esposar querer actualisar su dato y nole aceptar su contra de correar porque este todo en minuscula que poder haser","unknown","positive"
"AFP Crecer quiere haser lodel usuario y nole acepta el correo",NA,"afp crecer querer haser lodel usuario y nole aceptar el correar","unknown","positive"
"Necesito saber como puedo hacer para que me regresen mi dinero  según la última ley de los que ya no residimos en El Salvador?",NA,"necesitar saber comer poder hacer parar que me regresar mi dinero según el último ley de el que ya no residir en el salvador ?","unknown","negative"
"AFP Crecer Gracias. ",NA,"afp crecer gracia .","unknown","positive"
"AFP Crecer  Se sabe si darán el 100% o un porcentaje?  ",NA,"afp crecer se saber si dar el 100 % o uno porcentaje ?","unknown","positive"
"Cess Kñas Todo, Cesar",NA,"cess kñas todo , cesar","unknown","positive"
"Rosmery Vigil ",NA,"rosmery vigil","unknown","positive"
"Liss Ochoa  Gracias ",NA,"liss ochoa gracia","unknown","positive"
"Rosmery Vigil jiiiu",NA,"rosmery vigil jiiiu","unknown","positive"
"Buenas tardes que se entiende por actualizar datos",NA,"bueno tardar que se entender por actualizar dato","unknown","positive"
"AFP Crecer ",NA,"afp crecer","unknown","positive"
"Buenos días, desde noviembre 2020 envié los documentos que me pidieron para actualizar mi nombre y aún no recibo respuesta ni veo actualizada la información, lo he hecho por correo y whatsapp. Cuánto tiempo más debo esperar? Graciasa.",NA,"bueno día , desde noviembre 2020 enviar el documento que me pedir parar actualizar mi nombrar y aun no recibir respuesta ni ver actualizar el información , el haber hacer por correar y whatsapp . cuánto tiempo más deber esperar ? graciasa .","joy","negative"
"Buenas tardes yo quiero actulizar mi correo como tengo que hacer",NA,"bueno tardar yo querer actulizar mi correar comer tener que hacer","unknown","positive"
"Hola quisiera saber mi papá en este mes cumple 50 años y cuenta con 10 años acotizando es verdad q puede retirar un 25por ciento de sus ahorros le agradecería la informacion",NA,"hola querer saber mi papá en este mes cumplir 50 año y contar con 10 año acotizando ser verdad q poder retirar uno 25por ciento de su ahorro le agradecer el informacion","joy","positive"
"Gracias",NA,"gracia","unknown","positive"
"Yo quisiera saber mi estado de cuenta xf",NA,"yo querer saber mi estar de contar xf","unknown","positive"
"Buenos días mi esposo quiere sacar SITA y no le contestan en el WhatsApp",NA,"bueno día mi esposar querer sacar sito y no le contestar en el whatsapp","unknown","negative"
"AFP Crecer ok gracias muy amable",NA,"afp crecer ok gracia muy amable","fear","positive"
"No puedo hacer una cita para un estado de cuenta me urge un estado para un trámite personal",NA,"no poder hacer unir citar parar uno estar de contar me urgir uno estar parar uno trámite personal","unknown","negative"
"AFP Crecer ya lo hice a whatsapp y no me dan respuesta desde el vienes les escribi",NA,"afp crecer ya el hacer a whatsapp y no me dar respuesta desde el venir les escribi","unknown","negative"
"Pero mucho cuesta que contesten yo me reporte y mi ingnoran el vídeo y fotos de mi documentación",NA,"pero mucho costar que contestar yo me reportar y mi ingnoran el vídeo y foto de mi documentación","unknown","positive"
"Igual he eviado los documentos por 2 veces no sé si los pierden y responden llame a tales números y le atenderán nunca contestan disculpen pero ya me canse",NA,"igual haber eviado el documento por 2 vez no saber si el perder y responder llamar a tal número y le atender nunca contestar disculpar pero ya me cansar","unknown","negative"
"Exacto he tratado por llamadas, inbox, WhatsApp y correo electrónico y no tengo respuesta. Para sacar cita hay hasta marzo y tenemos este mes para la comprobación de sobrevivencia. Podrían ser tan gentiles en contestar por algún medio. ",NA,"exacto haber tratar por llamada , inbox , whatsapp y correar electrónico y no tener respuesta . parar sacar citar haber hasta marzo y tener este mes parar el comprobación de sobrevivencia . poder ser tan gentil en contestar por alguno mediar .","unknown","negative"
"Buenas tardes envie mi video y documento y no he recibido respuesta gracias.",NA,"bueno tardar envie mi video y documentar y no haber recibir respuesta gracia .","unknown","negative"
"Bendiciones y éxitos en sus labores cotidianas, como puedo hacer para que me llamen pues yo e cambiado de número telefónico.",NA,"bendición y éxito en su labor cotidiano , comer poder hacer parar que me llamar pues yo e cambiar de número telefónico .","unknown","positive"
"Saravia Salvattorre , pues a mí siempre me han atendido con eficiencia pues no les llegó con la espada desenvainada a los empleados.Pero hoy que están publicando esto es que e entrado en un problema pues el número que ellos tienen yo ya no lo tengo , pero gracias voy a buscar las otras opciones de comunicación haber que me responden , gracias ",NA,"saravia salvattorre , pues a mí siempre me haber atender con eficiencia pues no les llegar con el espadar desenvainar a el empleados.pero hoy que estar publicar este ser que e entrar en uno problema pues el número que ellos tener yo ya no el tener , pero gracia ir a buscar el otro opción de comunicación haber que me responder , gracia","joy","negative"
"Oscar Roberto Romero BarrientosLe diré lo que hice la semana pasada en tiempo laboral por supuesto.Cambié de número e hice un correo electrónico, y también lo envié por cuenta de Twitter, y por último llamé al fijo y el joven amablemente me tomó el dato.Y solo espereme un minuto me dijo para actualizarlo.Y listo <U+0001F44D>Espero le sirva para que pueda actualizar su número.",NA,"oscar roberto romero barrientosle decir el que hacer el semana pasar en tiempo laboral por supuesto.cambié de número e hacer uno correar electrónico , y también el enviar por contar de twitter , y por último llamar al fijar y el joven amablemente me tomar el dato.y solo espereme uno minutar me decir parar actualizarlo.y listar <U+0001F44D> esperar le servir parar que poder actualizar su número .","joy","positive"
"Hortensia Gálvez , gracias muy amable , lo voy a intentar hacer .",NA,"hortensia gálvez , gracia muy amable , el ir a intentar hacer .","fear","positive"
"Oscar Roberto Romero BarrientosOcupe todos los canales que dan y siempre queda registrado el movimiento que se hace Feliz Noche <U+0001F64F>",NA,"oscar roberto romero barrientosocupe todo el canal que dar y siempre quedar registrar el movimiento que se hacer feliz noche <U+0001F64F>","joy","positive"
"Buenas noches, a mí me toca firmar en este mes",NA,"bueno noche , a mí me tocar firmar en este mes","unknown","positive"
"Ana AcevedoDebería de escribirles por WhatsApp, por correo electrónico y actualizar su número de teléfono si lo ha cambiado porque por ese medio tendrán que llamar y hacer un reconocimiento de la voz <U+0001F44D>Y la primera semana se hace ese movimiento porque si no no le saldría pensión, si no hasta el próximo mes.En noviembre le pasó a una amiga y se le olvidó y se lo cargaron hasta en diciembre.",NA,"ana acevedodebería de escribirles por whatsapp , por correar electrónico y actualizar su número de teléfono si el haber cambiar porque por ese mediar tener que llamar y hacer uno reconocimiento de el voz <U+0001F44D> y el 1 semana se hacer ese movimiento porque si no no le salir pensión , si no hasta el próximo mes.en noviembre le pasar a unir amigar y se le olvidar y se el cargar hasta en diciembre .","joy","negative"
"Hola yo ami tambien me toca en este mes yno ayo como aser",NA,"hola yo ami tambien me tocar en este mes yno ayo comer aser","unknown","positive"
"Sandra Lorena Hernandez Marquez",NA,"sandra lorena hernandez marquez","unknown","positive"
"Pero como es ??? Uno llama ??? O lo llaman a uno ???",NA,"pero comer ser ? ? ? unir llamar ? ? ? o el llamar a unir ? ? ?","unknown","positive"
"Gracias pr responder",NA,"gracia pr responder","unknown","positive"
"Buenas noches y eso del aumento de pension es para todps los poensionados o como es ???",NA,"bueno noche y ese del aumentar de pension ser parar todps el poensionados o comer ser ? ? ?","unknown","positive"
"Excelente ",NA,"excelente","unknown","positive"
"Necesito hablar con el jefe de atención al cliente. Urgente",NA,"necesitar hablar con el jefe de atención al cliente . urgente","unknown","positive"
"Quisiera saber despues de solicitado el anticipo del 25 % en cuanto tiempo se lo depositan en la cuenta y por q medio le avisan a uno",NA,"querer saber despues de solicitar el anticipar del 25 % en cuanto tiempo se el depositar en el contar y por q mediar le avisar a unir","unknown","positive"
"Nesecito un estado de cuenta como puedo hacer para odtenerla imformacion x favor",NA,"nesecito uno estar de contar comer poder hacer parar odtenerla imformacion x favor","joy","positive"
"Yo dejé de trabajar.21años de cotizar sila empresa yano deposita cuál es la dinámica si midinero está ganando comisión.osolo por estar ahí.",NA,"yo dejar de trabajar . 21años de cotizar sila empresa yano depositar cuál ser el dinámico si midinero estar ganar comisión.osolo por estar ahí .","unknown","positive"
"Ok",NA,"ok","unknown","positive"
"AFP Crecer si megustaria actualizar mis datos porque cambie mi coreo.",NA,"afp crecer si megustaria actualizar mi dato porque cambiar mi corear .","unknown","positive"
"Yo deje de trabajar hace 15 años  y como  podría  recuperar el dinero  cotizado pues ya por mi edad no encuentro trabajo ya no  podría  cotizar",NA,"yo dejar de trabajar hacer 15 año y comer poder recuperar el dinero cotizar pues ya por mi edad no encontrar trabajar ya no poder cotizar","unknown","negative"
"Tengo otra pregunta.trabaje 5años en otro lado porque no Melo reflejan en el estado de cuenta.tengo 21años más 5 en otro lado.serian 26",NA,"tener otro pregunta.trabaje 5años en otro lado porque no melo reflejar en el estar de cuenta.tengo 21años más 5 en otro lado.serian 26","unknown","negative"
"Fíjese que yo perdí .mi coreo.ustedes lo tienen me lo podrían mandar para aber si es el mío.no puedo ingresar asu aplicación.porque me pide coreo.",NA,"fíjese que yo perder . mi coreo.ustedes el tener me el poder mandar parar aber si ser el mío.no poder ingresar asu aplicación.porque me pedir corear .","unknown","positive"
"AFP Crecer buenas tardes una pregunta hace 3 años deje de cotizar que pasara con el dinero que tengo ahorrado me dijerón que para el 2022 lo entregaran es eso verda??",NA,"afp crecer bueno tardar unir preguntar hacer 3 año dejar de cotizar que pasar con el dinero que tener ahorrar me dijerón que parar el 2022 el entregar ser ese verda ? ?","unknown","positive"
"Ok muchas gracias",NA,"ok mucho gracia","unknown","positive"
"Buenas tardes nesecito un. Estado de cuenta xfavor",NA,"bueno tardar nesecito uno . estar de contar xfavor","unknown","positive"
"Buenas tardes e enviado mi video y doc de dui por wasap asi como lo envie en el mes de julio pero aun no tengo respuesta si fue recibido  llamo llamo a el númeri tel  y no contestan ¿q puedo hacer no quiero quedarme sin el abono de este mes",NA,"bueno tardar e enviar mi video y doc de dui por wasap asi comer el envie en el mes de julio pero aun no tener respuesta si ir recibir llamar llamar a el númeri tel y no contestar ¿ q poder hacer no querer quedarme sin el abonar de este mes","unknown","negative"
"Anuncian una cosa y dicen otra como entenderle información distorsionada <U+0001F620><U+0001F620><U+0001F620><U+0001F620>",NA,"anunciar unir coser y decir otro comer entenderle información distorsionar <U+0001F620> <U+0001F620> <U+0001F620> <U+0001F620>","unknown","positive"
"Buenas noches, una consulta en el caso que una persona pensionada tenga un familiar con discapacidad, ¿puede incluirlo como beneficiario para poder gozar de la pensión de por vida?",NA,"bueno noche , unir consultar en el casar que unir personar pensionado tener uno familiar con discapacidad , ¿ poder incluirlo comer beneficiario parar poder gozar de el pensión de por vida ?","unknown","positive"
"Buenas noches decirme si dan cita por teléfono o en linea",NA,"bueno noche decirme si dar citar por teléfono o en linear","unknown","positive"
"Nesecito tramitar para anticipo del 25% como puedo sacar sita ",NA,"nesecito tramitar parar anticipar del 25 % comer poder sacar sito","unknown","positive"
"muchas gracias",NA,"mucho gracia","unknown","positive"
"AFP Crecer Charlie Florez  ahi está la información",NA,"afp crecer charlie florez ahi estar el información","unknown","positive"
"Quiero un estado de cuentas por favor",NA,"querer uno estar de contar por favor","joy","positive"
"Comoo puedo hacer para validar mii control d supervivencia",NA,"comoo poder hacer parar validar mii control d supervivencia","unknown","positive"
"Hola buenos días mí nombre es Noelia Cristina de blanco yo envié el vídeo con la documentación que piden para la comprobación de sobrevivencia de pensión lo envíe por telegram y nomean contestado será que ya lo vieron quiero asegurarme siya lo vieron porque no quisiera perder mí mensualidad",NA,"hola bueno día mí nombrar ser noelia cristino de blanco yo enviar el vídeo con el documentación que pedir parar el comprobación de sobrevivencia de pensión el enviar por telegram y nomean contestar ser que ya el ver querer asegurarme siya el ver porque no querer perder mí mensualidad","unknown","negative"
"Yo pedi mi estado de cuenta y no pude verlo creo que mejor voy personalmente a traerlo",NA,"yo pedi mi estar de contar y no poder verlo crear que mejor ir personalmente a traerlo","unknown","positive"
"Excelente ya se puede porque a mi ya me va a tocar reportarme  en julio me reporte!!",NA,"excelente ya se poder porque a mi ya me ir a tocar reportarme en julio me reportar ! !","unknown","positive"
"Mi suegra no ha hecho su declaración de supervivencia, ella recibe una pensión por sobrevivencia y no tiene WhatsApp",NA,"mi suegro no haber hacer su declaración de supervivencia , él recibir unir pensión por sobrevivencia y no tener whatsapp","unknown","negative"
"AFP Crecer muchas gracias ",NA,"afp crecer mucho gracia","unknown","positive"
"AFP Crecer yo vivo lejos de ella, dice que le queda más fácil que la lleven a la AFP, puede ella llegar?",NA,"afp crecer yo vivir lejos de él , decir que le quedar más fácil que el llevar a el afp , poder él llegar ?","unknown","positive"
"No puedo hacer la cita para el anticipo del 25%",NA,"no poder hacer el citar parar el anticipar del 25 %","unknown","negative"
"Desde 2008dejedecotisar iyanoestoicotisando quebaapasarconlocotisado",NA,"desde 2008dejedecotisar iyanoestoicotisando quebaapasarconlocotisado","unknown","positive"
"Buenas tardes .. pagarán pensión a hijos q estudian hoy en enero??",NA,"bueno tardar . . pagar pensión a hijo q estudiar hoy en enero ? ?","unknown","positive"
"AFP Crecer en ves de una constancia de estudio se puede presentar un comprobante de pago o inscripción de materias de forma virtual ",NA,"afp crecer en ve de unir constancia de estudiar se poder presentar uno comprobante de pagar o inscripción de materia de formar virtual","unknown","positive"
"Buenos días mi madre fue a firmar personalmente el día 15 de octubre del año 2020 y le dijeron que tendría que ir a firmar la primera semana de enero pero en sus plataformas digitales ya no tienen cupo hasta el 10 de marzo estoy llamando tratando de comunicarme con un agente de la agencia y no me.responden no sé que solución pueden darme a dicho problema, porque ella no quiere perder su pensión este mes",NA,"bueno día mi madre ir a firmar personalmente el día 15 de octubre del año 2020 y le decir que tener que ir a firmar el 1 semana de enero pero en su plataforma digital ya no tener caber hasta el 10 de marzo estar llamar tratar de comunicarme con uno agente de el agenciar y no me.responden no saber que solución poder darme a decir problema , porque él no querer perder su pensión este mes","unknown","negative"
"Desde diciembre envie el video de la comprobacion de supervivencia no dan respuesta alguna y me preocupa que no haya deposito este mes me puede decir que ae pyede hacer o donde ir .",NA,"desde diciembre envie el video de el comprobacion de supervivencia no dar respuesta alguno y me preocupar que no haber depositar este mes me poder decir que ae pyede hacer o donde ir .","unknown","negative"
"Necesito agrandar una cita para poder actualizar mis apellidos en el carnet. Y llamé muchas veces y me dejan esperando tampoco me han contestado por wasap me urge porque me están pidiendo en mi trabajo actualizar mi currículum. Donde debo escribir",NA,"necesitar agrandar unir citar parar poder actualizar mi apellido en el carnet . y llamar mucho vez y me dejar esperar tampoco me haber contestar por wasap me urgir porque me estar pedir en mi trabajar actualizar mi currículum . donde deber escribir","joy","positive"
"AFP Crecer gracias. ",NA,"afp crecer gracia .","unknown","positive"
"Gracias!",NA,"gracia !","unknown","positive"
"Buenas tardes yo ya envie mi confirmacion de sobrevivencia y me han ignorado y ahorita me envian un correo para que lo envie por favor que pasa.",NA,"bueno tardar yo ya envie mi confirmacion de sobrevivencia y me haber ignorar y ahorita me envian uno correar parar que el envie por favor que pasar .","joy","positive"
"Hola buenos días disculpe me podrían dar un préstamo de la fp crecer tengo ahorros ahí",NA,"hola bueno día disculpar me poder dar uno préstamo de el fp crecer tener ahorro ahí","unknown","positive"
"Ok",NA,"ok","unknown","positive"
"AFP Crecer buen día y para hacer el tramite de retiro de ahorros lo puedo hacer personal... Vivo en Panamá pero no tengo el carnet de ls afp ",NA,"afp crecer bueno día y parar hacer el tramitar de retirar de ahorro el poder hacer personal . . . vivir en panamá pero no tener el carnet de ls afp","unknown","negative"
"Una pregunta y los q nos dieron prestamo de nuestra ahorros ya no lo pagariamos nos lo descontarian",NA,"unir preguntar y el q no dar prestamo de nuestro ahorro ya no el pagariamos no el descontarian","unknown","negative"
"Cómo hago para poder firmar sobrevivencia no me contestan en la afp",NA,"cómo hacer parar poder firmar sobrevivencia no me contestar en el afp","unknown","negative"
"Buenos días  soy beneficiaria ya firme resolución  y no hay respuestas",NA,"bueno día ser beneficiario ya firmar resolución y no haber respuesta","unknown","negative"
"Buenos dias quisiera saber como puedo hacer para que me depositen la pension ya ise todo el proceso de comprobacion de sobrevivencia y aun no me han depositado",NA,"bueno dias querer saber comer poder hacer parar que me depositar el pension ya ise todo el procesar de comprobacion de sobrevivencia y aun no me haber depositar","unknown","negative"
"Gracias",NA,"gracia","unknown","positive"
"Porque no publican en el Wasap el calendario de pago de pensiones del año 2021",NA,"porque no publicar en el wasap el calendario de pagar de pensión del año 2021","unknown","negative"
"El calendario??",NA,"el calendario ? ?","unknown","positive"
"AFP Crecer no tengo señal para descargar lo ",NA,"afp crecer no tener señal parar descargar el","unknown","negative"
"AFP Crecer gracias bendiciones ",NA,"afp crecer gracia bendición","unknown","positive"
"AFP Crecer ami me toca cobrar pension cada 25 de mes siempre.sera así o como.esta en el calendario ",NA,"afp crecer ami me tocar cobrar pension cada 25 de mes siempre.sera asir o como.esta en el calendario","unknown","positive"
"Hola ya publicaron el calendario de pago de pensiones?",NA,"hola ya publicar el calendario de pagar de pensión ?","unknown","positive"
"AFP Crecer muchas gracias",NA,"afp crecer mucho gracia","unknown","positive"
"Buenas ami me toca cobrar pensión cada 25 de mes siempre la cobraría así o como",NA,"bueno ami me tocar cobrar pensión cada 25 de mes siempre el cobrar asir o comer","unknown","positive"
"AFP Crecer osea que ya el viernes tendía que aver ido osea que si m presentó mañana mi deposito ya esta ",NA,"afp crecer osea que ya el viernes tender que aver ir osea que si metro presentar mañana mi depositar ya este","unknown","positive"
"AFP Crecer ok gracias y disculpe otra consulta para saber la cantidad que me darán esta ves usted m lo podrían brindar esq en el banco que voy no m dicen y pues aveces no me dan lo que pido  que no son pero ni $ 95 dólares no siempre me dan lo mismo y resivo la de mi hija y la mia",NA,"afp crecer ok gracia y disculpar otro consultar parar saber el cantidad que me dar este ve tú metro el poder brindar esq en el banco que ir no metro decir y pues avezar no me dar el que pedir que no ser pero ni $ 95 dólar no siempre me dar el mismo y resivo el de mi hijo y el mia","unknown","negative"
"AFP Crecer ok gracias",NA,"afp crecer ok gracia","unknown","positive"
"YQ.no.le van a subir a.las.pensiones",NA,"yq.no.le ir a subir a.las.pensiones","unknown","positive"
"Gracias",NA,"gracia","unknown","positive"
"Hola buenas tardes mi nombre es Óscar Ferman Landa verde kisiera saber si puedo retirar el beitisinco por siento",NA,"hola bueno tardar mi nombrar ser óscar ferman landa verde kisiera saber si poder retirar el beitisinco por sentar","unknown","positive"
"Hola como hacer para solicitar me devuelvan mia ahorros desde hace 6 años no cotizo",NA,"hola comer hacer parar solicitar me devolver mia ahorro desde hacer 6 año no cotizar","unknown","negative"
"AFP Crecer mi hna fue a firmar sobrevivencia y pregunto y le diheron que a los 45 años",NA,"afp crecer mi hna ir a firmar sobrevivencia y preguntar y le diheron que a el 45 año","unknown","positive"
"AFP Crecer ok muchas gracias y para solicitar un estado de cuenta como hago",NA,"afp crecer ok mucho gracia y parar solicitar uno estar de contar comer hacer","unknown","positive"
"AFP Crecer ok muchas gracias",NA,"afp crecer ok mucho gracia","unknown","positive"
"Necesitamos calendario",NA,"necesitar calendario","unknown","positive"
"AFP Crecer ",NA,"afp crecer","unknown","positive"
"Gracia",NA,"gracia","unknown","positive"
"Requisitos completos por favor",NA,"requerir completo por favor","joy","positive"
"Si ya cumplí los 55 años está cuando me devolverá lo que e cotizado",NA,"si ya cumplir el 55 año estar cuando me devolver el que e cotizar","joy","positive"
"Necesito me resuelvan ya envié en línea como me dijeron toda la documentación en noviembre 2020 y no me han resuelto",NA,"necesitar me resolver ya enviar en líneo comer me decir todo el documentación en noviembre 2020 y no me haber resolver","unknown","negative"
"Gracias por su informacion !",NA,"gracia por su informacion !","unknown","positive"
"Buenas tardes, el calendario de pago de pensiones será posible retirarlo de forma impresa en agencia??? gracias. ",NA,"bueno tardar , el calendario de pagar de pensión ser posible retirarlo de formar imprimir en agenciar ? ? ? gracia .","unknown","positive"
"Me quedo claro, gracias bendiciones. ",NA,"me quedar claro , gracia bendición .","unknown","positive"
"Buenas noches disculpe necesito saber sii puedo hacer un préstamo tengo 39  años de edad tengo como 15 años de cotización es tengo una deuda de un banco y no tengo trabajo por favor quiero información ",NA,"bueno noche disculpar necesitar saber sii poder hacer uno préstamo tener 39 año de edad tener comer 15 año de cotización ser tener unir deuda de uno banco y no tener trabajar por favor querer información","joy","negative"
"Cesar Paiz",NA,"cesar paiz","unknown","positive"
"Me gustaría saber  para mi pencion tengo 53 y estoy enferma",NA,"me gustar saber parar mi pencion tener 53 y estar enfermar","disgust","positive"
"A mí me depositan $ 30.00 depositaron aguinaldo",NA,"a mí me depositar $ 30.00 depositar aguinaldo","unknown","positive"
"Q esta pasando con las penciones mi madre es beneficiaria y no le an depositado",NA,"q este pasar con el penciones mi madre ser beneficiario y no le an depositar","unknown","negative"
"Que ",NA,"que","unknown","positive"
"Holq ese es el calendario para todas las Pensiones por q ami me tocaba eLos 25",NA,"holq ese ser el calendario parar todo el pensión por q ami me tocar elos 25","unknown","positive"
"No ha sido depositada la pension de.noviembre y diciembre y la comprobación de sobrevivencia esta al dia",NA,"no haber ser depositar el pension de.noviembre y diciembre y el comprobación de sobrevivencia este al dia","unknown","negative"
"AFP Crecer buenos días nuevamente consultando el motivo por el cual  no se ha depositado la pension del mes de noviembre y diciembre ",NA,"afp crecer bueno día nuevamente consultar el motivar por el cual no se haber depositar el pension del mes de noviembre y diciembre","unknown","negative"
"Bit pago pensión 2021",NA,"bit pagar pensión 2021","unknown","positive"
"Los cuadritos negro es o los cuadritos amarillo",NA,"el cuadritos negro ser o el cuadritos amarillo","unknown","positive"
"Gracias",NA,"gracia","unknown","positive"
"Buenos dias",NA,"bueno dias","unknown","positive"
"Una pregunta oy de pocitan pero ami me dejaron para cada 28 o es fecha normal para todos los pencionados",NA,"unir preguntar oy de pocitan pero ami me dejar parar cada 28 o ser fechar normal parar todo el pencionados","unknown","positive"
"Muy buenas tardes q tan cierto an un mentado la pencion ",NA,"muy bueno tardar q tan cierto an uno mentar el pencion","fear","positive"
"Gracias",NA,"gracia","unknown","positive"
"Buenas tardes como puedo aser para q meden estado d cuenta",NA,"bueno tardar comer poder aser parar q meden estar d contar","unknown","positive"
"Gracias",NA,"gracia","unknown","positive"
"Muy buenos días neseci la información d pagos de penciones",NA,"muy bueno día neseci el información d pago de penciones","fear","positive"
"Buen día pregunta: Ya no habrá aumento de pensión ?",NA,"bueno día preguntar : ya no haber aumentar de pensión ?","unknown","negative"
"Gracias",NA,"gracia","unknown","positive"
"Buenas noches, porque Crecer no acepta mas del 20% de descuento en los prestamos de pensionados con Bancos y Confia acepta hasta el 50% previa autirizacion del pensionado",NA,"bueno noche , porque crecer no aceptar mas del 20 % de descontar en el prestar de pensionado con banco y confia aceptar hasta el 50 % previo autirizacion del pensionar","unknown","negative"
"Yo soy pensionado de Afp Crecer y necesito me acepten un descuento de mi pension hasta un 35% ya que tengo necesidad de cancelar una deuda.",NA,"yo ser pensionar de afp crecer y necesitar me aceptar uno descontar de mi pension hasta uno 35 % ya que tener necesidad de cancelar unir deuda .","unknown","positive"
"Cómo puedo Aser una cita ",NA,"cómo poder aser unir citar","unknown","positive"
"Necesito que me ayuden por favor ya envíe los datos en inbox y nada me contestan solo ignoran",NA,"necesitar que me ayudar por favor ya enviar el dato en inbox y nadar me contestar solo ignorar","joy","positive"
"Meterc en la pagina y ahi sale un numero de telefono linea crecer..llamar ahi pienso para mas informacion ....",NA,"meterc en el paginar y ahi salar uno numerar de telefono linear crecer . . llamar ahi pensar parar mas informacion . . . .","unknown","positive"
"AFP Crecer gracias ..",NA,"afp crecer gracia . .","unknown","positive"
