"text.X.U.FEFF.Comment","text.text_tokens","text.V3","emotion","polarity"
"Hola  yo hice los trámites de control de sobrevivencia de mí hija y el lunes  cuando puedo saber si ya le depositaron la pensión de ella porque hasta esta fecha no se la an depositado",NA,"hola yo hacer el trámite de control de sobrevivencia de mí hijo y el lunes cuando poder saber si ya le depositar el pensión de él porque hasta este fechar no se el an depositar","unknown","negative"
"AFP CONFIA gracias",NA,"afp confia gracia","unknown","positive"
"Ayala Karla q es eso d la pensión de sobrevivencia? ",NA,"ayala karla q ser ese d el pensión de sobrevivencia ?","unknown","positive"
"Reina Reyna Rivera Denisse Rivera ",NA,"reinar reyna rivera denisse rivera","unknown","positive"
"Hola yo tengo 54 años quiero saber referente al 25+ ciento",NA,"hola yo tener 54 año querer saber referente al 25 + ciento","unknown","positive"
"Hola buen día necesito solicitar mi estado de cuenta de un año para tramitar una casa con el fondo social ",NA,"hola bueno día necesitar solicitar mi estar de contar de uno año parar tramitar unir casar con el fondo social","unknown","positive"
"Buenos dias mi mama no a firmado y por esa razon no pudo retirara su pension q se puede haser",NA,"bueno dias mi mamar no a firmar y por ese razon no poder retirar su pension q se poder haser","unknown","negative"
"Quisiera mi estado de cuenta como lo puedo obtener",NA,"querer mi estar de contar comer el poder obtener","surprise","positive"
"He pedido mi estado de cuenta por correo y no me ha llegado. Mal servicio.Antes, cada 3 meses me llegaba sin solicitarlo, hasta ya, llevaba mis cuentas.",NA,"haber pedir mi estar de contar por correar y no me haber llegar . mal servicio.antes , cada 3 mes me llegar sin solicitarlo , hasta ya , llevar mi contar .","anger","negative"
"Buenos dias mi estado de cuenta por favor",NA,"bueno dias mi estar de contar por favor","joy","positive"
"Reina Denisse Rivera Reyna Rivera ",NA,"reinar denisse rivera reyna rivera","unknown","positive"
"Hola! Y para cuando está tan los depósitos de pensionados del mes de enero 2021 mi tío no lo ha podido cobrar y no nos han dado respuesta",NA,"hola ! y parar cuando estar tan el depósito de pensionado del mes de enero 2021 mi tío no el haber poder cobrar y no no haber dar respuesta","unknown","negative"
"Quiero afiliarme pero desearía saber si se hace cita primero,, o no",NA,"querer afiliarme pero desear saber si se hacer citar 1 , , o no","unknown","negative"
"Hola buenos días quisiera saber como puede a ser mi papä para que le den   dinero que tiene ahorrado no estoy segura pero creo que es el 25 % el ya tiene 54 años ya no trabaja",NA,"hola bueno día querer saber comer poder a ser mi papä parar que le dar dinero que tener ahorrar no estar seguro pero crear que ser el 25 % el ya tener 54 año ya no trabajar","unknown","negative"
"Aa ok",NA,"aa ok","unknown","positive"
"Ahora que debo haser",NA,"ahora que deber haser","unknown","positive"
"Que pasos debo seguir",NA,"que paso deber seguir","unknown","positive"
"Disculpe la pregunta no me lo pueden mandar por guatsap el formulario para yenarlo",NA,"disculpar el preguntar no me el poder mandar por guatsap el formulario parar yenarlo","unknown","negative"
"Hola buen día ami me a dejado sita para el 11 de febrero y meanpedido partida debasimiento de mi hija para realizar el control de sobrevibensia quisiera preguntar si tiene se ser resiente la partida",NA,"hola bueno día ami me a dejar sito parar el 11 de febrero y meanpedido partir debasimiento de mi hijo parar realizar el control de sobrevibensia querer preguntar si tener se ser resentir el partir","unknown","positive"
"AFP CONFIA Ok gracias ",NA,"afp confia ok gracia","unknown","positive"
"Quisiera saber por qué me cobran pago tardío si amo me descuentan antes de que paguen ya eso le deberían de cobrar al patrono no a mi me pueden explicar por favor",NA,"querer saber por qué me cobrar pagar tardío si amar me descontar antes de que pagar ya ese le deber de cobrar al patrono no a mi me poder explicar por favor","joy","negative"
"Quiero saber porque no he depositado la pensión de enero? Que pasa con ustedes? Mi tío no la recibe aún y el realizó su control de sobrevivencia en diciembre 2020",NA,"querer saber porque no haber depositar el pensión de enero ? que pasar con vosotros ? mi tío no el recibir aun y el realizar su control de sobrevivencia en diciembre 2020","unknown","negative"
"Buena tarde aque horas es el horarios exactamente para poder llegar y que me de tarjeta nueva",NA,"bueno tardar aque hora ser el horario exactamente parar poder llegar y que me de tarjeta nuevo","unknown","positive"
"<U+0001F914><U+0001F914><U+0001F914><U+0001F914><U+0001F914><U+0001F914><U+0001F914>",NA,"<U+0001F914> <U+0001F914> <U+0001F914> <U+0001F914> <U+0001F914> <U+0001F914> <U+0001F914>","unknown","positive"
"Puedo actualizar mi información personal por línea?",NA,"poder actualizar mi información personal por líneo ?","unknown","positive"
"Nesesito ir al confía al de la jaun Pablo. Segundo",NA,"nesesito ir al confiar al de el jaun pablar . 2","unknown","positive"
"Hola buenos días yo tengo años de no trabajar y quiero saber que va pasar con  mis ahorros ",NA,"hola bueno día yo tener año de no trabajar y querer saber que ir pasar con mi ahorro","unknown","negative"
" Hola cómo puedo solitar mi estado de cuenta",NA,"hola cómo poder solitar mi estar de contar","unknown","positive"
"U para solicitar tarjeta de afp porque me la robaron también debo pedir cita o ya atienden normal",NA,"u parar solicitar tarjeta de afp porque me el robar también deber pedir citar o ya atender normal","unknown","positive"
"<U+2B06><U+FE0F><U+2197><U+FE0F><U+27A1><U+FE0F><U+2198><U+FE0F><U+2B07><U+FE0F><U+2199><U+FE0F><U+25B6><U+FE0F><U+0001F534><U+0001F50A><U+0001F50A><U+0001F4E2><U+0001F4E3><U+0001F514><U+0001F1F8><U+0001F1FB>https://www.facebook.com/watch/?v=1140172853099825 me regalas un like al video porfis ... bendiciones",NA,"<U+2B06> <U+2197> <U+27A1> <U+2198> <U+2B07> <U+2199> <U+25B6> <U+0001F534> <U+0001F50A> <U+0001F50A> <U+0001F4E2> <U+0001F4E3> <U+0001F514> <U+0001F1F8><U+0001F1FB> https://www.facebook.com/watch/?v=1140172853099825 me regala uno like al video porfis . . . bendición","unknown","positive"
"Buenos días hasta cuándo habrá depósito sii dicen k están faltos de controles mis hijos. Y x eso no les han depositado",NA,"bueno día hasta cuándo haber depósito sii decir k estar falto de control mi hijo . y x ese no les haber depositar","unknown","positive"
"Buen día...podría enviarme el calendario con los dias de pago de este año....?",NA,"bueno día . . . poder enviarme el calendario con el dias de pagar de este año . . . . ?","unknown","positive"
"Los calendarios de pago no los ban a publicar por estos medios",NA,"el calendario de pagar no el ban a publicar por este medio","unknown","negative"
"Buenos tardes yo ya tengo 51 como puedo  aser para retirar  mis ahorros yo cotize 12 años ",NA,"bueno tardar yo ya tener 51 comer poder aser parar retirar mi ahorro yo cotize 12 año","unknown","positive"
"Ksiera saber si está abierta la agencia de Metrocentro sonsonate ??",NA,"ksiera saber si estar abrir el agenciar de metrocentro sonsonate ? ?","unknown","positive"
"Yo he solicitado mi anticipó y a la fecha no me han dicho nada que mal servicio están dando y Sonsonate cerrado para ir a preguntar",NA,"yo haber solicitar mi anticipar y a el fechar no me haber decir nadar que mal servicio estar dar y sonsonate cerrar parar ir a preguntar","anger","negative"
"Quiciera mi estado de cuenta por fa",NA,"quiciera mi estar de contar por fa","unknown","positive"
"AFP CONFIA estado de cuenta ",NA,"afp confia estar de contar","unknown","positive"
"Quisiera saber como puedo hacer mi cita ",NA,"querer saber comer poder hacer mi citar","unknown","positive"
"Maria Maria Moran Moarn quisiera saber si alguien que cumple años en junio 45 años puede hacer el 25% de adelanto",NA,"maria maria morar moarn querer saber si alguien que cumplir año en junio 45 año poder hacer el 25 % de adelantar","joy","positive"
"Como aser mi cita",NA,"comer aser mi citar","unknown","positive"
"hola hola Buenos días una consulta si alguien le depositan lo que es el dinero ya de retiro la pensión desde retirar dinero en qué banco lo ponen o se puede meter meter a otro banco que no sé el agrícola",NA,"hola hola bueno día unir consultar si alguien le depositar el que ser el dinero ya de retirar el pensión desde retirar dinero en qué banco el poner o se poder meter meter a otro banco que no saber el agrícola","unknown","negative"
"Soy Jaime Ernesto Perla Rojas el 12 de enero 2021 presente por Whatsa mi sobrevivencia pero no he recibido respuesta si fue aceptada",NA,"ser jaime ernesto perla rojo el 12 de enero 2021 presentar por whatsa mi sobrevivencia pero no haber recibir respuesta si ir aceptar","unknown","negative"
"Hola buenas tardes mi hijo en diciembre tenía la cita de sobrevivencia y la agencia de soyapango y la dela Juan Pablo están cerradas no y estado llamando a atención al cliente y no me sale la yamadas me podrían ayudar porfavor",NA,"hola bueno tardar mi hijo en diciembre tener el citar de sobrevivencia y el agenciar de soyapango y el dela juan pablar estar cerrada no y estar llamar a atención al cliente y no me salar el yamadas me poder ayudar porfavor","unknown","negative"
"Yo en julio cumplo los 55 en julio cuando puedo empezar arreglar papeles de jubilacion",NA,"yo en julio cumplir el 55 en julio cuando poder empezar arreglar papel de jubilacion","joy","positive"
"Quiero aser una cita AFP CON FIA para el MIÉRCOLES por favor",NA,"querer aser unir citar afp con fia parar el miércoles por favor","joy","positive"
"Me pueden mandar por favor un calendario de pago a mi Whasaap",NA,"me poder mandar por favor uno calendario de pagar a mi whasaap","joy","positive"
"Buenas tardes, como se hace para ver estado de cuenta en lines si el documento con el que se afilio fue la cedula?",NA,"bueno tardar , comer se hacer parar ver estar de contar en lines si el documentar con el que se afiliar ir el cedula ?","unknown","positive"
"Margarita Ramirez eso es muy cierto q con la cédula nos afiliamos y la Afp no define q hacer y el Dui ni su número aceptan",NA,"margarita ramirez ese ser muy cierto q con el cédula no afiliar y el afp no definir q hacer y el dui ni su número aceptar","fear","negative"
"Necesito una cita para la próxima semana me la pueden enviar a messenger por favor,no se a que sucursal ir , necesito el 25% de mis ahorros de 22 años",NA,"necesitar unir citar parar el próximo semana me el poder enviar a messenger por favor , no se a que sucursal ir , necesitar el 25 % de mi ahorro de 22 año","joy","negative"
"Muchas gracias por su atención e información, buenas noches",NA,"mucho gracia por su atención e información , bueno noche","unknown","positive"
"Como puedo ASER una sita",NA,"comer poder aser unir sito","unknown","positive"
"Quisiera una sita",NA,"querer unir sito","unknown","positive"
"Ok grasias",NA,"ok grasias","unknown","positive"
"Hola como hacer para obtener cita",NA,"hola comer hacer parar obtener citar","surprise","positive"
"Hola necesito información para obtener 25%",NA,"hola necesitar información parar obtener 25 %","surprise","positive"
"Yo quisiera una respuesta satisfactoria que me explicaran por que para el retirro del 25% de mis ahorros  no cuentan los años cotisados con el seguro cuando lad afp absorbieron ese dinero tengo 8 años cotisados con el seguro y seis con afp confia y el requisito es de diez años como minimo cotisados y yo tengo 14 años y tengo cincuenta años cunplo con los requisitos pero no aplico para la devolucion del 25%",NA,"yo querer unir respuesta satisfactorio que me explicar por que parar el retirro del 25 % de mi ahorro no contar el año cotisados con el seguro cuando lad afp absorber ese dinero tener 8 año cotisados con el seguro y seis con afp confia y el requerir ser de diez año comer minimo cotisados y yo tener 14 año y tener cincuenta año cunplo con el requerir pero no aplicar parar el devolucion del 25 %","joy","negative"
"Como puedo aser para obtener mi estado de cuanta",NA,"comer poder aser parar obtener mi estar de cuanto","surprise","positive"
"Kiero mi estado de cuenta llamo y no contestan me urge",NA,"kiero mi estar de contar llamar y no contestar me urgir","unknown","negative"
"Buenas tardes, como hago para solicitar mi anticipo de 25% reúno los requisitos.Hay alguna dirección para solicitarlo",NA,"bueno tardar , comer hacer parar solicitar mi anticipar de 25 % reunir el requisitos.hay alguno dirección parar solicitarlo","unknown","positive"
"Idalia Huezo  Si deseas optar a un anticipo de saldo, no debes estar pensionado y tienes que registrar al menos 10 años de cotizaciones continuas o discontinuas. Además, puedes solicitar un anticipo según tu edad. Para mayor información, puedes consultar en https://www.mianticipoconfia.com... esa info me enviaron a mi..  le comparto. A ñartir del dia p4 del prese te mes y año puede comenzar a solicitarlo",NA,"idalia huezo si desear optar a uno anticipar de saldar , no debe estar pensionar y tener que registrar al menos 10 año de cotización continuo o discontinuo . además , poder solicitar uno anticipar según tu edad . parar mayor información , poder consultar en https://www.mianticipoconfia.com.. . ese info me enviar a mi . . le compartir . a ñartir del dia p4 del prese te mes y año poder comenzar a solicitarlo","unknown","negative"
"Siquisiera solisitar un antisipo",NA,"siquisiera solisitar uno antisipo","unknown","positive"
"Como puedo aserlo",NA,"comer poder aserlo","unknown","positive"
"Quisiera aserlo en una sucursal adonde puedo ir",NA,"querer aserlo en unir sucursal adonde poder ir","unknown","positive"
"Necesito un anticipo",NA,"necesitar uno anticipar","unknown","positive"
"AFP CONFIA cuales son los requisitos ",NA,"afp confia cual ser el requerir","unknown","positive"
"Buenas tardes , quisiera saber cuáles son los requisitos para solicitar un anticipo",NA,"bueno tardar , querer saber cuál ser el requerir parar solicitar uno anticipar","unknown","positive"
"Cuáles son los requisitos para saber si aplico",NA,"cuál ser el requerir parar saber si aplicar","unknown","positive"
"Maritza Garcia ",NA,"maritza garcia","unknown","positive"
"Lucero pero para esos trámites tengo que ir personalmente para ASER los trámitesdel Cid ",NA,"lucero pero parar ese trámite tener que ir personalmente parar aser el trámitesdel cid","unknown","positive"
"Hola buenas tardes quisiera saber mi estado de cuenta y como solicitar un anticipo.tengo52años",NA,"hola bueno tardar querer saber mi estar de contar y comer solicitar uno anticipo.tengo52años","unknown","positive"
"Información para solicitar anticitpode 25%",NA,"información parar solicitar anticitpode 25 %","unknown","positive"
"Buenas tardes requisitos para devolución de cotizado por favor.",NA,"bueno tardar requerir parar devolución de cotizar por favor .","joy","positive"
"Buenos dias",NA,"bueno dias","unknown","positive"
"Mire fíjese que mi esposo tiene una semana de estar llamando Porque a el en el fonfonle están pidiendo las últimas cotizaciones",NA,"mirar fíjese que mi esposar tener unir semana de estar llamar porque a el en el fonfonle estar pedir el último cotización","unknown","positive"
"Ok gracias",NA,"ok gracia","unknown","positive"
"Buenos días Feliz Año desearía mi estado de cuenta por favor",NA,"bueno día feliz año desear mi estar de contar por favor","joy","positive"
"Hola buenas tardes quisiera saber q mes me toca firmar la  sobre vivencia ya q firmó dos Veces al año gracias",NA,"hola bueno tardar querer saber q mes me tocar firmar el sobrar vivencia ya q firmar do vez al año gracia","unknown","positive"
"Buenas noches quiero saber mi estado de cuenta por favor",NA,"bueno noche querer saber mi estar de contar por favor","joy","positive"
"Buenas tardes una pregunta hay que ir a firmar la supervivencia",NA,"bueno tardar unir preguntar haber que ir a firmar el supervivencia","unknown","positive"
"Será que me pueden informar cuando depositaran pensión de enero",NA,"ser que me poder informar cuando depositar pensión de enero","unknown","positive"
"MD Sandoval holasera.el25",NA,"md sandoval holasera.el25","unknown","positive"
"Sandra Barrera ",NA,"sandra barrera","unknown","positive"
"Buenas tardes solicité un estado de cuenta por correo hace varios días ya no me correspondieron",NA,"bueno tardar solicitar uno estar de contar por correar hacer vario día ya no me corresponder","unknown","negative"
"Deceo saber sobre pensiones  tengo 55 años ",NA,"deceo saber sobrar pensión tener 55 año","unknown","positive"
"Buen día me gustaría solicitar un estado de cuenta ",NA,"bueno día me gustar solicitar uno estar de contar","unknown","positive"
"Bueno ya ise eso con eso de Tessa y nome sale para yamar para sobre viviencia",NA,"bueno ya ise ese con ese de tessa y nome salar parar yamar parar sobrar viviencia","unknown","positive"
"Que paso con mi pregunta Señores porfavor denme Respuesta les pregunte que sera de mi esposa al fallecer  si soy pencionado con el decreto 100, y si ya no tengo saldo en mi pencion pues tengo pencion vitalicia le daran pencion o la dejaran que pida limosna para sobrevivir por favor contesten para mi es importante y creo que para muchos ya van varias preguntandoles lo mismo y no me Responden entonces que tengo derecho hacer informado",NA,"que pasar con mi preguntar señor porfavor denme respuesta les preguntar que sera de mi esposar al fallecer si ser pencionado con el decretar 100 , y si ya no tener saldar en mi pencion pues tener pencion vitalicio le daran pencion o el dejar que pedir limosna parar sobrevivir por favor contestar parar mi ser importante y crear que parar mucho ya ir vario preguntandoles el mismo y no me responder entonces que tener derecho hacer informar","joy","negative"
"Tessa desconoce mi número de documento dice que no existo",NA,"tessa desconocer mi número de documentar decir que no existir","unknown","negative"
"Buenas necesito saber cómo hacer para obtener mi historial laboral ya que la agencia más cercana está cerrada",NA,"bueno necesitar saber cómo hacer parar obtener mi historial laboral ya que el agenciar más cercano estar cerrar","surprise","positive"
"AFP CONFIA muchas gracias ",NA,"afp confia mucho gracia","unknown","positive"
"Alexander Anaya 2267 7777",NA,"alexander anaya 2267 7777","unknown","positive"
"Mati Escobar gracias ",NA,"mati escobar gracia","unknown","positive"
"Hola... Mi mama ha perdido su DUI y estamos en el exterior para su cita de DUI es hasta junio y ella necesita presentar en Marzo para control de supervivencia.. puede ella presentar el pasaporte? De antemano muchas gracias!",NA,"hola . . . mi mamar haber perder su dui y estar en el exterior parar su citar de dui ser hasta junio y él necesitar presentar en marzo parar control de supervivencia . . poder él presentar el pasaportar ? de antemano mucho gracia !","unknown","positive"
"Y para menor de edad como se puede aser porque dice video yamada y nunca la enlazan",NA,"y parar menor de edad comer se poder aser porque decir video yamada y nunca el enlazar","unknown","positive"
"Yo cotise ala afp 8 años y medio me pueden dar la devolución espliquenme porfa",NA,"yo cotise ala afp 8 año y mediar me poder dar el devolución espliquenme porfa","unknown","positive"
"AFP CONFIA ayuda  por favor me pudieran dar la devolución de mi ahorro que quise  durante 8 años y medio porque tengo 11 años que no volví a cotizar por problemas de salud y mi edad que es muy avanzada ya ayúdenme por favor",NA,"afp confia ayudar por favor me poder dar el devolución de mi ahorrar que querer durante 8 año y mediar porque tener 11 año que no volver a cotizar por problema de salud y mi edad que ser muy avanzar ya ayúdenme por favor","fear","negative"
"AFP CONFIA quisiera que me brindarán mi historial laboral para verificar si ya tengo los años cotizados",NA,"afp confia querer que me brindar mi historial laboral parar verificar si ya tener el año cotizar","unknown","positive"
"Cuando depositaran la pension del mes de enero",NA,"cuando depositar el pension del mes de enero","unknown","positive"
"ED Chevez Gracias Señor ED Chevez",NA,"ed chevez gracia señor ed chevez","unknown","positive"
"Como saco mi estado de cuenta",NA,"comer sacar mi estar de contar","unknown","positive"
"Que fia haran deposito en banco ?",NA,"que fia haran depositar en banco ?","unknown","positive"
"Hola buenas noche quiero saber algo alos cuántos años les pueden prestar un porcentaje de sus ahorro",NA,"hola bueno noche querer saber algo alos cuánto año les poder prestar uno porcentaje de su ahorrar","unknown","positive"
"necesito el estado de cuenta",NA,"necesitar el estar de contar","unknown","positive"
"Señores de afp confía yo necesito un estado de cuenta ya me metí a Tessa y seguí todos los pasos y no me resuelven nada",NA,"señor de afp confiar yo necesitar uno estar de contar ya me meter a tessa y seguir todo el paso y no me resolver nadar","unknown","negative"
"Yo quiero sacar mis ahorros ya tengo 61 años ",NA,"yo querer sacar mi ahorro ya tener 61 año","unknown","positive"
"Una pregunta  si no tengo los 55 años no me pueden devolver lo cotizado aunque ya no trabaje  ",NA,"unir preguntar si no tener el 55 año no me poder devolver el cotizar aunque ya no trabajar","unknown","negative"
"Hi quiero saber como me comunico con impep porque yo trabaje antes que salieran las afpy en mi estado de cuenta me faltaron varias empresas en las que trabaje ejemplo: El dorado sa de cv aluminios de el salvador multipezca  veealmar y en una alcaldia de conchagua",NA,"hi querer saber comer me comunicar con impep porque yo trabajar antes que salir el afpy en mi estar de contar me faltar vario empresa en el que trabajar ejemplo : el dorar sa de cv aluminio de el salvador multipezca veealmar y en unir alcaldia de conchagua","unknown","positive"
"Patria Libre ",NA,"patrio librar","unknown","positive"
"Amén",NA,"amén","unknown","positive"
"Yo tengo 54años será g ya puedo tramitar el retiro de mi dinero g regisitos piden necesito información porfa",NA,"yo tener 54años ser gramo ya poder tramitar el retirar de mi dinero gramo regisitos pedir necesitar información porfa","unknown","positive"
"Blanca Mejia ",NA,"blanco mejia","unknown","positive"
"Buedia mi nieto es benefisiario dela afp y este mes nole depositaron que puedo aser",NA,"buedia mi nieto ser benefisiario dela afp y este mes nole depositar que poder aser","unknown","positive"
"Mi nombre es José Alfredo Navarrete Muñoz  ya ise todos los trámites  asta me mandaron a sacar la cita de ahorro y me dijeron q  en un mes me llamarían eso fue el 4 de diciembre y hasta ahora nada ",NA,"mi nombrar ser josé alfredo navarrete muñoz ya ise todo el trámite asta me mandar a sacar el citar de ahorrar y me decir q en uno mes me llamar ese ir el 4 de diciembre y hasta ahora nadar","unknown","positive"
"Mi estado de cuenta",NA,"mi estar de contar","unknown","positive"
"Buenas tarde lo que necesito es mi estado de cuenta gracias",NA,"bueno tardar el que necesitar ser mi estar de contar gracia","unknown","positive"
"Desde hace tres días estoy mandando los datos y no me responden",NA,"desde hacer tres día estar mandar el dato y no me responder","unknown","negative"
"Buenas noches. Yo hice la consulta de supervivenvia en la red me salio la chica robot. Luego me dio. 4 alternativas la cual fue la de supervivenvia posteriormente me mando a cinco preguntas que ninguna concordaba y escribi la 5 o sea ninguna. Porque lo que quiero saber es como hacer para que mi hna siga recibiendo la pensión ya que es una persona con discapacidad. Luego me dijo que no me pidia ayudar que esperará con un asesor a ser atendida hasta estas horas de la noche estoy esperando respuesta.......",NA,"bueno noche . yo hacer el consultar de supervivenvia en el red me salio el chico robot . luego me dar . 4 alternativa el cual ir el de supervivenvia posteriormente me mandar a cincar pregunta que ninguno concordar y escribi el 5 o ser ninguno . porque el que querer saber ser comer hacer parar que mi hna seguir recibir el pensión ya que ser unir personar con discapacidad . luego me decir que no me pidia ayudar que esperar con uno asesor a ser atender hasta este hora de el noche estar esperar respuesta . . . . . . .","joy","positive"
"Les recomiendo escribirle por cualquier Red ya sea whatsapp o messenger yo lo hice y ya me enviaron el estado de cuenta solo sigan los pasos y la información que les solicitan y listo, les recomiendo tengan Numero de DUI, correo electrónico y numero de teléfono ya que a ese numero se comunicaran con usted",NA,"les recomendar escribirle por cualquiera red ya ser whatsapp o messenger yo el hacer y ya me enviar el estar de contar solo seguir el paso y el información que les solicitar y listar , les recomendar tener numerar de dui , correar electrónico y numerar de teléfono ya que a ese numerar se comunicar con tú","unknown","positive"
"Hola yo  eintentado i medicen q no con cuerda el número de dui",NA,"hola yo eintentado i medicen q no con cuerdo el número de dui","unknown","negative"
"Yo kiciera saber mi estado de cuenta",NA,"yo kiciera saber mi estar de contar","unknown","positive"
"Hola buenos días necesito mi estado de cuenta porfa",NA,"hola bueno día necesitar mi estar de contar porfa","unknown","positive"
"Hola yo kiciera saber a los cuantos años me darán mi tienpo cotizado yo cotice 14 años y ya no trabaje porke murió mi padre y mi madre me podrían dar información gracias",NA,"hola yo kiciera saber a el cuanto año me dar mi tienpo cotizar yo cotizar 14 año y ya no trabajar porke morir mi padre y mi madre me poder dar información gracia","unknown","negative"
"Buenas necesito un estado de cuenta por favor.",NA,"bueno necesitar uno estar de contar por favor .","joy","positive"
"Quero saber de mi estado de cuenta",NA,"quero saber de mi estar de contar","unknown","positive"
"Yo quisiera mi estado d cuenta",NA,"yo querer mi estar d contar","unknown","positive"
"Hola buenos días quería ver si por fabor me pueden facilitar mi estado de cuenta",NA,"hola bueno día querer ver si por fabor me poder facilitar mi estar de contar","unknown","positive"
"Mi estado de cuenta",NA,"mi estar de contar","unknown","positive"
"AFP CONFIA ok",NA,"afp confia ok","unknown","positive"
"Como puedo hacer para actualizar mi número de identificación personal en la AF P, pues en el 98 tenía Cédula y no DUI.",NA,"comer poder hacer parar actualizar mi número de identificación personal en el af página , pues en el 98 tener cédula y no dui .","unknown","negative"
"Quero mi an tipo",NA,"quero mi an tipo","unknown","positive"
"A donde puedo actualizar mi estado civil contestenme por favor",NA,"a donde poder actualizar mi estar civil contestenme por favor","joy","positive"
"Buenos días por favor yo necesito mi estado de cuenta por favor",NA,"bueno día por favor yo necesitar mi estar de contar por favor","joy","positive"
"Quiero aplicar a un anticipo por favor",NA,"querer aplicar a uno anticipar por favor","joy","positive"
"buenos dias una consulta si una persona ya le dieron el adelanto de nuestros ahorros podrian dar el otro veinticinco por ciento gracias bendiciones",NA,"bueno dias unir consultar si unir personar ya le dar el adelantar de nuestro ahorro podrian dar el otro veinticinco por ciento gracia bendición","unknown","positive"
"AFP CONFIA muchas gracias bendiciones ",NA,"afp confia mucho gracia bendición","unknown","positive"
"Una pregunta y puedo octar por un crédito",NA,"unir preguntar y poder octar por uno crédito","unknown","positive"
"yo estoy esperando mi debolucion de mis ahorros ya pasaron 7 meses desde q entregue la documentacion en regla y aun no me llaman para",NA,"yo estar esperar mi debolucion de mi ahorro ya pasar 7 mes desde q entregar el documentacion en reglar y aun no me llamar parar","joy","negative"
"Buenos días quisiera saber si le descuentan a uno de la pensión mensual que le depositan a uno",NA,"bueno día querer saber si le descontar a unir de el pensión mensual que le depositar a unir","unknown","positive"
"Como puedo aser para que me den el 25 por siento de mis ahorros",NA,"comer poder aser parar que me dar el 25 por sentar de mi ahorro","unknown","positive"
"Hola será que pueden informar cuando van adepositar hoy el mes de marzo ",NA,"hola ser que poder informar cuando ir adepositar hoy el mes de marzo","unknown","positive"
"Mepueden regalar ladireccionde lapajina mianticipo porfa",NA,"mepueden regalar ladireccionde lapajina mianticipo porfa","unknown","positive"
"Yo necesito mi anticipo",NA,"yo necesitar mi anticipar","unknown","positive"
"Si",NA,"si","unknown","positive"
"Muy bien Gracias ",NA,"muy bien gracia","fear","positive"
"Yo lo que nesecito es mi saldo de cuenta",NA,"yo el que nesecito ser mi saldar de contar","unknown","positive"
"Pregunto yo tengo pension vitalicia gracias al Decreto 100 quiero saber sí mi esposa cuando yo fallesca, le quedara la pension minima  o no,  pues ella quedara si amparo y esa es mi preocupacion. No me hablen del saldo porque ya no habra que pues de ella perdera todo o No.",NA,"preguntar yo tener pension vitalicio gracia al decretar 100 querer saber sí mi esposar cuando yo fallesca , le quedar el pension minima o no , pues él quedar si amparar y ese ser mi preocupacion . no me hablar del saldar porque ya no habra que pues de él perdera todo o no .","unknown","negative"
"Buenas tardes yo necesito saber si como puedo hacer para hacer la cita para sacarme a fp pues porque ya está deteriorada",NA,"bueno tardar yo necesitar saber si comer poder hacer parar hacer el citar parar sacarme a fp pues porque ya estar deteriorar","unknown","positive"
"Yo ya llene los datos en esa hoja como saber como va mi tramite de anticipo de saldo",NA,"yo ya llenar el dato en ese hoja comer saber comer ir mi tramitar de anticipar de saldar","unknown","positive"
"Por favor necesito que me informen como va mi proceso llene el formulario del 25% hace 15 días y no tebgo respuesta por favor me urge",NA,"por favor necesitar que me informar comer ir mi procesar llenar el formulario del 25 % hacer 15 día y no tebgo respuesta por favor me urgir","joy","negative"
"Excelente ",NA,"excelente","unknown","positive"
"Yo necesito cambiar mis beneficiarios ya que había puesto a mi esposo e hijos y el ya falleció.",NA,"yo necesitar cambiar mi beneficiario ya que haber poner a mi esposar e hijo y el ya fallecer .","unknown","positive"
"Mepueden regalar ladireccionde lapajina mianticipo porfa",NA,"mepueden regalar ladireccionde lapajina mianticipo porfa","unknown","positive"
"Yo necesito mi anticipo",NA,"yo necesitar mi anticipar","unknown","positive"
"Si",NA,"si","unknown","positive"
"Muy bien Gracias ",NA,"muy bien gracia","fear","positive"
"Yo lo que nesecito es mi saldo de cuenta",NA,"yo el que nesecito ser mi saldar de contar","unknown","positive"
"Pregunto yo tengo pension vitalicia gracias al Decreto 100 quiero saber sí mi esposa cuando yo fallesca, le quedara la pension minima  o no,  pues ella quedara si amparo y esa es mi preocupacion. No me hablen del saldo porque ya no habra que pues de ella perdera todo o No.",NA,"preguntar yo tener pension vitalicio gracia al decretar 100 querer saber sí mi esposar cuando yo fallesca , le quedar el pension minima o no , pues él quedar si amparar y ese ser mi preocupacion . no me hablar del saldar porque ya no habra que pues de él perdera todo o no .","unknown","negative"
"Buenas tardes yo necesito saber si como puedo hacer para hacer la cita para sacarme a fp pues porque ya está deteriorada",NA,"bueno tardar yo necesitar saber si comer poder hacer parar hacer el citar parar sacarme a fp pues porque ya estar deteriorar","unknown","positive"
"Yo ya llene los datos en esa hoja como saber como va mi tramite de anticipo de saldo",NA,"yo ya llenar el dato en ese hoja comer saber comer ir mi tramitar de anticipar de saldar","unknown","positive"
"Por favor necesito que me informen como va mi proceso llene el formulario del 25% hace 15 días y no tebgo respuesta por favor me urge",NA,"por favor necesitar que me informar comer ir mi procesar llenar el formulario del 25 % hacer 15 día y no tebgo respuesta por favor me urgir","joy","negative"
"Excelente ",NA,"excelente","unknown","positive"
