"X.U.FEFF.Comment","text_tokens","V3"
"Pero mucho cuesta que contesten yo me reporte y mi ingnoran el vídeo y fotos de mi documentación"," ","pero mucho costar que contestar yo me reportar y mi ingnoran el vídeo y foto de mi documentación"
"Igual he eviado los documentos por 2 veces no sé si los pierden y responden llame a tales números y le atenderán nunca contestan disculpen pero ya me canse"," ","igual haber eviado el documento por 2 vez no saber si el perder y responder llamar a tal número y le atender nunca contestar disculpar pero ya me cansar"
"Exacto he tratado por llamadas, inbox, WhatsApp y correo electrónico y no tengo respuesta. Para sacar cita hay hasta marzo y tenemos este mes para la comprobación de sobrevivencia. Podrían ser tan gentiles en contestar por algún medio. "," ","exacto haber tratar por llamada , inbox , whatsapp y correar electrónico y no tener respuesta . parar sacar citar haber hasta marzo y tener este mes parar el comprobación de sobrevivencia . poder ser tan gentil en contestar por alguno mediar ."
"Buenas tardes envie mi video y documento y no he recibido respuesta gracias."," ","bueno tardar envie mi video y documentar y no haber recibir respuesta gracia ."
"Bendiciones y éxitos en sus labores cotidianas, como puedo hacer para que me llamen pues yo e cambiado de número telefónico."," ","bendición y éxito en su labor cotidiano , comer poder hacer parar que me llamar pues yo e cambiar de número telefónico ."
"Saravia Salvattorre , pues a mí siempre me han atendido con eficiencia pues no les llegó con la espada desenvainada a los empleados.Pero hoy que están publicando esto es que e entrado en un problema pues el número que ellos tienen yo ya no lo tengo , pero gracias voy a buscar las otras opciones de comunicación haber que me responden , gracias "," ","saravia salvattorre , pues a mí siempre me haber atender con eficiencia pues no les llegar con el espadar desenvainar a el empleados.pero hoy que estar publicar este ser que e entrar en uno problema pues el número que ellos tener yo ya no el tener , pero gracia ir a buscar el otro opción de comunicación haber que me responder , gracia"
"Oscar Roberto Romero BarrientosLe diré lo que hice la semana pasada en tiempo laboral por supuesto.Cambié de número e hice un correo electrónico, y también lo envié por cuenta de Twitter, y por último llamé al fijo y el joven amablemente me tomó el dato.Y solo espereme un minuto me dijo para actualizarlo.Y listo <U+0001F44D>Espero le sirva para que pueda actualizar su número."," ","oscar roberto romero barrientosle decir el que hacer el semana pasar en tiempo laboral por supuesto.cambié de número e hacer uno correar electrónico , y también el enviar por contar de twitter , y por último llamar al fijar y el joven amablemente me tomar el dato.y solo espereme uno minutar me decir parar actualizarlo.y listar <U+0001F44D> esperar le servir parar que poder actualizar su número ."
"Hortensia Gálvez , gracias muy amable , lo voy a intentar hacer ."," ","hortensia gálvez , gracia muy amable , el ir a intentar hacer ."
"Oscar Roberto Romero BarrientosOcupe todos los canales que dan y siempre queda registrado el movimiento que se hace Feliz Noche <U+0001F64F>"," ","oscar roberto romero barrientosocupe todo el canal que dar y siempre quedar registrar el movimiento que se hacer feliz noche <U+0001F64F>"
"Buenas noches, a mí me toca firmar en este mes"," ","bueno noche , a mí me tocar firmar en este mes"
"Ana AcevedoDebería de escribirles por WhatsApp, por correo electrónico y actualizar su número de teléfono si lo ha cambiado porque por ese medio tendrán que llamar y hacer un reconocimiento de la voz <U+0001F44D>Y la primera semana se hace ese movimiento porque si no no le saldría pensión, si no hasta el próximo mes.En noviembre le pasó a una amiga y se le olvidó y se lo cargaron hasta en diciembre."," ","ana acevedodebería de escribirles por whatsapp , por correar electrónico y actualizar su número de teléfono si el haber cambiar porque por ese mediar tener que llamar y hacer uno reconocimiento de el voz <U+0001F44D> y el 1 semana se hacer ese movimiento porque si no no le salir pensión , si no hasta el próximo mes.en noviembre le pasar a unir amigar y se le olvidar y se el cargar hasta en diciembre ."
"Hola yo ami tambien me toca en este mes yno ayo como aser"," ","hola yo ami tambien me tocar en este mes yno ayo comer aser"
"Sandra Lorena Hernandez Marquez"," ","sandra lorena hernandez marquez"
"Pero como es ??? Uno llama ??? O lo llaman a uno ???"," ","pero comer ser ? ? ? unir llamar ? ? ? o el llamar a unir ? ? ?"
"Gracias pr responder"," ","gracia pr responder"
"Buenas noches y eso del aumento de pension es para todps los poensionados o como es ???"," ","bueno noche y ese del aumentar de pension ser parar todps el poensionados o comer ser ? ? ?"
"Excelente "," ","excelente"
"Necesito hablar con el jefe de atención al cliente. Urgente"," ","necesitar hablar con el jefe de atención al cliente . urgente"
"Quisiera saber despues de solicitado el anticipo del 25 % en cuanto tiempo se lo depositan en la cuenta y por q medio le avisan a uno"," ","querer saber despues de solicitar el anticipar del 25 % en cuanto tiempo se el depositar en el contar y por q mediar le avisar a unir"
"Nesecito un estado de cuenta como puedo hacer para odtenerla imformacion x favor"," ","nesecito uno estar de contar comer poder hacer parar odtenerla imformacion x favor"
"Yo dejé de trabajar.21años de cotizar sila empresa yano deposita cuál es la dinámica si midinero está ganando comisión.osolo por estar ahí."," ","yo dejar de trabajar . 21años de cotizar sila empresa yano depositar cuál ser el dinámico si midinero estar ganar comisión.osolo por estar ahí ."
"Ok"," ","ok"
"AFP Crecer si megustaria actualizar mis datos porque cambie mi coreo."," ","afp crecer si megustaria actualizar mi dato porque cambiar mi corear ."
"Yo deje de trabajar hace 15 años  y como  podría  recuperar el dinero  cotizado pues ya por mi edad no encuentro trabajo ya no  podría  cotizar"," ","yo dejar de trabajar hacer 15 año y comer poder recuperar el dinero cotizar pues ya por mi edad no encontrar trabajar ya no poder cotizar"
"Tengo otra pregunta.trabaje 5años en otro lado porque no Melo reflejan en el estado de cuenta.tengo 21años más 5 en otro lado.serian 26"," ","tener otro pregunta.trabaje 5años en otro lado porque no melo reflejar en el estar de cuenta.tengo 21años más 5 en otro lado.serian 26"
"Fíjese que yo perdí .mi coreo.ustedes lo tienen me lo podrían mandar para aber si es el mío.no puedo ingresar asu aplicación.porque me pide coreo."," ","fíjese que yo perder . mi coreo.ustedes el tener me el poder mandar parar aber si ser el mío.no poder ingresar asu aplicación.porque me pedir corear ."
"AFP Crecer buenas tardes una pregunta hace 3 años deje de cotizar que pasara con el dinero que tengo ahorrado me dijerón que para el 2022 lo entregaran es eso verda??"," ","afp crecer bueno tardar unir preguntar hacer 3 año dejar de cotizar que pasar con el dinero que tener ahorrar me dijerón que parar el 2022 el entregar ser ese verda ? ?"
"Ok muchas gracias"," ","ok mucho gracia"
"Buenas tardes nesecito un. Estado de cuenta xfavor"," ","bueno tardar nesecito uno . estar de contar xfavor"
"Buenas tardes e enviado mi video y doc de dui por wasap asi como lo envie en el mes de julio pero aun no tengo respuesta si fue recibido  llamo llamo a el númeri tel  y no contestan ¿q puedo hacer no quiero quedarme sin el abono de este mes"," ","bueno tardar e enviar mi video y doc de dui por wasap asi comer el envie en el mes de julio pero aun no tener respuesta si ir recibir llamar llamar a el númeri tel y no contestar ¿ q poder hacer no querer quedarme sin el abonar de este mes"
"Anuncian una cosa y dicen otra como entenderle información distorsionada <U+0001F620><U+0001F620><U+0001F620><U+0001F620>"," ","anunciar unir coser y decir otro comer entenderle información distorsionar <U+0001F620> <U+0001F620> <U+0001F620> <U+0001F620>"
"Buenas noches, una consulta en el caso que una persona pensionada tenga un familiar con discapacidad, ¿puede incluirlo como beneficiario para poder gozar de la pensión de por vida?"," ","bueno noche , unir consultar en el casar que unir personar pensionado tener uno familiar con discapacidad , ¿ poder incluirlo comer beneficiario parar poder gozar de el pensión de por vida ?"
"Buenas noches decirme si dan cita por teléfono o en linea"," ","bueno noche decirme si dar citar por teléfono o en linear"
"Nesecito tramitar para anticipo del 25% como puedo sacar sita "," ","nesecito tramitar parar anticipar del 25 % comer poder sacar sito"
"muchas gracias"," ","mucho gracia"
"AFP Crecer Charlie Florez  ahi está la información"," ","afp crecer charlie florez ahi estar el información"
"Quiero un estado de cuentas por favor"," ","querer uno estar de contar por favor"
"Comoo puedo hacer para validar mii control d supervivencia"," ","comoo poder hacer parar validar mii control d supervivencia"
"Hola buenos días mí nombre es Noelia Cristina de blanco yo envié el vídeo con la documentación que piden para la comprobación de sobrevivencia de pensión lo envíe por telegram y nomean contestado será que ya lo vieron quiero asegurarme siya lo vieron porque no quisiera perder mí mensualidad"," ","hola bueno día mí nombrar ser noelia cristino de blanco yo enviar el vídeo con el documentación que pedir parar el comprobación de sobrevivencia de pensión el enviar por telegram y nomean contestar ser que ya el ver querer asegurarme siya el ver porque no querer perder mí mensualidad"
"Yo pedi mi estado de cuenta y no pude verlo creo que mejor voy personalmente a traerlo"," ","yo pedi mi estar de contar y no poder verlo crear que mejor ir personalmente a traerlo"
"Excelente ya se puede porque a mi ya me va a tocar reportarme  en julio me reporte!!"," ","excelente ya se poder porque a mi ya me ir a tocar reportarme en julio me reportar ! !"
"Mi suegra no ha hecho su declaración de supervivencia, ella recibe una pensión por sobrevivencia y no tiene WhatsApp"," ","mi suegro no haber hacer su declaración de supervivencia , él recibir unir pensión por sobrevivencia y no tener whatsapp"
"AFP Crecer muchas gracias "," ","afp crecer mucho gracia"
"AFP Crecer yo vivo lejos de ella, dice que le queda más fácil que la lleven a la AFP, puede ella llegar?"," ","afp crecer yo vivir lejos de él , decir que le quedar más fácil que el llevar a el afp , poder él llegar ?"
"No puedo hacer la cita para el anticipo del 25%"," ","no poder hacer el citar parar el anticipar del 25 %"
"Desde 2008dejedecotisar iyanoestoicotisando quebaapasarconlocotisado"," ","desde 2008dejedecotisar iyanoestoicotisando quebaapasarconlocotisado"
"Buenas tardes .. pagarán pensión a hijos q estudian hoy en enero??"," ","bueno tardar . . pagar pensión a hijo q estudiar hoy en enero ? ?"
"AFP Crecer en ves de una constancia de estudio se puede presentar un comprobante de pago o inscripción de materias de forma virtual "," ","afp crecer en ve de unir constancia de estudiar se poder presentar uno comprobante de pagar o inscripción de materia de formar virtual"
"Buenos días mi madre fue a firmar personalmente el día 15 de octubre del año 2020 y le dijeron que tendría que ir a firmar la primera semana de enero pero en sus plataformas digitales ya no tienen cupo hasta el 10 de marzo estoy llamando tratando de comunicarme con un agente de la agencia y no me.responden no sé que solución pueden darme a dicho problema, porque ella no quiere perder su pensión este mes"," ","bueno día mi madre ir a firmar personalmente el día 15 de octubre del año 2020 y le decir que tener que ir a firmar el 1 semana de enero pero en su plataforma digital ya no tener caber hasta el 10 de marzo estar llamar tratar de comunicarme con uno agente de el agenciar y no me.responden no saber que solución poder darme a decir problema , porque él no querer perder su pensión este mes"
"Desde diciembre envie el video de la comprobacion de supervivencia no dan respuesta alguna y me preocupa que no haya deposito este mes me puede decir que ae pyede hacer o donde ir ."," ","desde diciembre envie el video de el comprobacion de supervivencia no dar respuesta alguno y me preocupar que no haber depositar este mes me poder decir que ae pyede hacer o donde ir ."
"Necesito agrandar una cita para poder actualizar mis apellidos en el carnet. Y llamé muchas veces y me dejan esperando tampoco me han contestado por wasap me urge porque me están pidiendo en mi trabajo actualizar mi currículum. Donde debo escribir"," ","necesitar agrandar unir citar parar poder actualizar mi apellido en el carnet . y llamar mucho vez y me dejar esperar tampoco me haber contestar por wasap me urgir porque me estar pedir en mi trabajar actualizar mi currículum . donde deber escribir"
"AFP Crecer gracias. "," ","afp crecer gracia ."
"Gracias!"," ","gracia !"
"Buenas tardes yo ya envie mi confirmacion de sobrevivencia y me han ignorado y ahorita me envian un correo para que lo envie por favor que pasa."," ","bueno tardar yo ya envie mi confirmacion de sobrevivencia y me haber ignorar y ahorita me envian uno correar parar que el envie por favor que pasar ."
"Hola buenos días disculpe me podrían dar un préstamo de la fp crecer tengo ahorros ahí"," ","hola bueno día disculpar me poder dar uno préstamo de el fp crecer tener ahorro ahí"
"Ok"," ","ok"
"AFP Crecer buen día y para hacer el tramite de retiro de ahorros lo puedo hacer personal... Vivo en Panamá pero no tengo el carnet de ls afp "," ","afp crecer bueno día y parar hacer el tramitar de retirar de ahorro el poder hacer personal . . . vivir en panamá pero no tener el carnet de ls afp"
"Una pregunta y los q nos dieron prestamo de nuestra ahorros ya no lo pagariamos nos lo descontarian"," ","unir preguntar y el q no dar prestamo de nuestro ahorro ya no el pagariamos no el descontarian"
"Cómo hago para poder firmar sobrevivencia no me contestan en la afp"," ","cómo hacer parar poder firmar sobrevivencia no me contestar en el afp"
"Buenos días  soy beneficiaria ya firme resolución  y no hay respuestas"," ","bueno día ser beneficiario ya firmar resolución y no haber respuesta"
"Buenos dias quisiera saber como puedo hacer para que me depositen la pension ya ise todo el proceso de comprobacion de sobrevivencia y aun no me han depositado"," ","bueno dias querer saber comer poder hacer parar que me depositar el pension ya ise todo el procesar de comprobacion de sobrevivencia y aun no me haber depositar"
"Gracias"," ","gracia"
"Porque no publican en el Wasap el calendario de pago de pensiones del año 2021"," ","porque no publicar en el wasap el calendario de pagar de pensión del año 2021"
"El calendario??"," ","el calendario ? ?"
"AFP Crecer no tengo señal para descargar lo "," ","afp crecer no tener señal parar descargar el"
"AFP Crecer gracias bendiciones "," ","afp crecer gracia bendición"
"AFP Crecer ami me toca cobrar pension cada 25 de mes siempre.sera así o como.esta en el calendario "," ","afp crecer ami me tocar cobrar pension cada 25 de mes siempre.sera asir o como.esta en el calendario"
"Hola ya publicaron el calendario de pago de pensiones?"," ","hola ya publicar el calendario de pagar de pensión ?"
"AFP Crecer muchas gracias"," ","afp crecer mucho gracia"
"Buenas ami me toca cobrar pensión cada 25 de mes siempre la cobraría así o como"," ","bueno ami me tocar cobrar pensión cada 25 de mes siempre el cobrar asir o comer"
"AFP Crecer osea que ya el viernes tendía que aver ido osea que si m presentó mañana mi deposito ya esta "," ","afp crecer osea que ya el viernes tender que aver ir osea que si metro presentar mañana mi depositar ya este"
"AFP Crecer ok gracias y disculpe otra consulta para saber la cantidad que me darán esta ves usted m lo podrían brindar esq en el banco que voy no m dicen y pues aveces no me dan lo que pido  que no son pero ni $ 95 dólares no siempre me dan lo mismo y resivo la de mi hija y la mia"," ","afp crecer ok gracia y disculpar otro consultar parar saber el cantidad que me dar este ve tú metro el poder brindar esq en el banco que ir no metro decir y pues avezar no me dar el que pedir que no ser pero ni $ 95 dólar no siempre me dar el mismo y resivo el de mi hijo y el mia"
"AFP Crecer ok gracias"," ","afp crecer ok gracia"
"YQ.no.le van a subir a.las.pensiones"," ","yq.no.le ir a subir a.las.pensiones"
"Gracias"," ","gracia"
"Hola buenas tardes mi nombre es Óscar Ferman Landa verde kisiera saber si puedo retirar el beitisinco por siento"," ","hola bueno tardar mi nombrar ser óscar ferman landa verde kisiera saber si poder retirar el beitisinco por sentar"
"Hola como hacer para solicitar me devuelvan mia ahorros desde hace 6 años no cotizo"," ","hola comer hacer parar solicitar me devolver mia ahorro desde hacer 6 año no cotizar"
"AFP Crecer mi hna fue a firmar sobrevivencia y pregunto y le diheron que a los 45 años"," ","afp crecer mi hna ir a firmar sobrevivencia y preguntar y le diheron que a el 45 año"
"AFP Crecer ok muchas gracias y para solicitar un estado de cuenta como hago"," ","afp crecer ok mucho gracia y parar solicitar uno estar de contar comer hacer"
"AFP Crecer ok muchas gracias"," ","afp crecer ok mucho gracia"
"Necesitamos calendario"," ","necesitar calendario"
"AFP Crecer "," ","afp crecer"
"Gracia"," ","gracia"
"Requisitos completos por favor"," ","requerir completo por favor"
"Si ya cumplí los 55 años está cuando me devolverá lo que e cotizado"," ","si ya cumplir el 55 año estar cuando me devolver el que e cotizar"
"Necesito me resuelvan ya envié en línea como me dijeron toda la documentación en noviembre 2020 y no me han resuelto"," ","necesitar me resolver ya enviar en líneo comer me decir todo el documentación en noviembre 2020 y no me haber resolver"
"Gracias por su informacion !"," ","gracia por su informacion !"
"Buenas tardes, el calendario de pago de pensiones será posible retirarlo de forma impresa en agencia??? gracias. "," ","bueno tardar , el calendario de pagar de pensión ser posible retirarlo de formar imprimir en agenciar ? ? ? gracia ."
"Me quedo claro, gracias bendiciones. "," ","me quedar claro , gracia bendición ."
"Buenas noches disculpe necesito saber sii puedo hacer un préstamo tengo 39  años de edad tengo como 15 años de cotización es tengo una deuda de un banco y no tengo trabajo por favor quiero información "," ","bueno noche disculpar necesitar saber sii poder hacer uno préstamo tener 39 año de edad tener comer 15 año de cotización ser tener unir deuda de uno banco y no tener trabajar por favor querer información"
"Cesar Paiz"," ","cesar paiz"
"Me gustaría saber  para mi pencion tengo 53 y estoy enferma"," ","me gustar saber parar mi pencion tener 53 y estar enfermar"
"A mí me depositan $ 30.00 depositaron aguinaldo"," ","a mí me depositar $ 30.00 depositar aguinaldo"
"Q esta pasando con las penciones mi madre es beneficiaria y no le an depositado"," ","q este pasar con el penciones mi madre ser beneficiario y no le an depositar"
"Que "," ","que"
"Holq ese es el calendario para todas las Pensiones por q ami me tocaba eLos 25"," ","holq ese ser el calendario parar todo el pensión por q ami me tocar elos 25"
"No ha sido depositada la pension de.noviembre y diciembre y la comprobación de sobrevivencia esta al dia"," ","no haber ser depositar el pension de.noviembre y diciembre y el comprobación de sobrevivencia este al dia"
"AFP Crecer buenos días nuevamente consultando el motivo por el cual  no se ha depositado la pension del mes de noviembre y diciembre "," ","afp crecer bueno día nuevamente consultar el motivar por el cual no se haber depositar el pension del mes de noviembre y diciembre"
"Bit pago pensión 2021"," ","bit pagar pensión 2021"
"Los cuadritos negro es o los cuadritos amarillo"," ","el cuadritos negro ser o el cuadritos amarillo"
"Gracias"," ","gracia"
"Buenos dias"," ","bueno dias"
"Una pregunta oy de pocitan pero ami me dejaron para cada 28 o es fecha normal para todos los pencionados"," ","unir preguntar oy de pocitan pero ami me dejar parar cada 28 o ser fechar normal parar todo el pencionados"
"Muy buenas tardes q tan cierto an un mentado la pencion "," ","muy bueno tardar q tan cierto an uno mentar el pencion"
"Gracias"," ","gracia"
"Buenas tardes como puedo aser para q meden estado d cuenta"," ","bueno tardar comer poder aser parar q meden estar d contar"
"Gracias"," ","gracia"
"Muy buenos días neseci la información d pagos de penciones"," ","muy bueno día neseci el información d pago de penciones"
"Buen día pregunta: Ya no habrá aumento de pensión ?"," ","bueno día preguntar : ya no haber aumentar de pensión ?"
"Gracias"," ","gracia"
"Buenas noches, porque Crecer no acepta mas del 20% de descuento en los prestamos de pensionados con Bancos y Confia acepta hasta el 50% previa autirizacion del pensionado"," ","bueno noche , porque crecer no aceptar mas del 20 % de descontar en el prestar de pensionado con banco y confia aceptar hasta el 50 % previo autirizacion del pensionar"
"Yo soy pensionado de Afp Crecer y necesito me acepten un descuento de mi pension hasta un 35% ya que tengo necesidad de cancelar una deuda."," ","yo ser pensionar de afp crecer y necesitar me aceptar uno descontar de mi pension hasta uno 35 % ya que tener necesidad de cancelar unir deuda ."
"Cómo puedo Aser una cita "," ","cómo poder aser unir citar"
"Necesito que me ayuden por favor ya envíe los datos en inbox y nada me contestan solo ignoran"," ","necesitar que me ayudar por favor ya enviar el dato en inbox y nadar me contestar solo ignorar"
"Meterc en la pagina y ahi sale un numero de telefono linea crecer..llamar ahi pienso para mas informacion ...."," ","meterc en el paginar y ahi salar uno numerar de telefono linear crecer . . llamar ahi pensar parar mas informacion . . . ."
"AFP Crecer gracias .."," ","afp crecer gracia . ."
"Hola, el 18 de Dic. 2020, les envíe el video de sobrevivencia, la semana pasada lo envíe nuevamente, les he enviado mensajes y hasta la fecha no me han respondido nada solamente mandan que hay que marcar la opción que necesitamos y en otro el horario de atención pero ninguna respuesta en concreto respondiendo si ya esta recibido, la vez anterior hace seis meses me respondieron en el momento hasta los felicite por su excelente servicio pero esta vez no se cual es el problema, entiendo que hay bastantes afiliados pero merecemos una respuesta rápida porque es en Enero que tenemos que presentarla y a la fecha no hemos recibido contestación o es que están alargando porque no hay dinero y después van a decir que no lo hicimos en el tiempo correspondiente, gracias por la atención."," ","hola , el 18 de dic . 2020 , les enviar el video de sobrevivencia , el semana pasar el enviar nuevamente , les haber enviar mensaje y hasta el fechar no me haber responder nadar solamente mandar que haber que marcar el opción que necesitar y en otro el horario de atención pero ninguno respuesta en concretar responder si ya este recibir , el vez anterior hacer seis mes me responder en el momento hasta el felicitar por su excelente servicio pero este vez no se cual ser el problema , entender que haber bastante afiliado pero merecer unir respuesta rápido porque ser en enero que tener que presentarla y a el fechar no haber recibir contestación o ser que estar alargar porque no haber dinero y después ir a decir que no el hacer en el tiempo correspondiente , gracia por el atención ."
"Mi papá ya envio  el video de sobrevivencia y dice que tiene que ser aceptado durante  24 horas y no han visto nada aun"," ","mi papá ya envio el video de sobrevivencia y decir que tener que ser aceptar durante 24 hora y no haber ver nadar aun"
"Muchas gracias ya les respondí "," ","mucho gracia ya les responder"
"É Estado llamar y llamar. Mandé el vídeo de mi sobrevivencia al wassat y nunca contestan ni una respuesta por favor ser mas responsables es la vida de las personas"," ","é estar llamar y llamar . mandar el vídeo de mi sobrevivencia al wassat y nunca contestar ni unir respuesta por favor ser mas responsable ser el vida de el persona"
"Buenos dias necesito un historial pero llamo no me responden y.no.te.go.correo registrado q puedo hacer "," ","bueno dias necesitar uno historial pero llamar no me responder y.no.te.go.correo registrar q poder hacer"
"Yo necesito saber si aplicó al anticipo deje de laborar con en el 2005 y tengo 46 años pero al consultar en línea me dice que no aplicó no entiendo"," ","yo necesitar saber si aplicar al anticipar dejar de laborar con en el 2005 y tener 46 año pero al consultar en líneo me decir que no aplicar no entender"
"Pues si todo eso lo cumplo no se porque no aplicó trabaje desde 1993 hasta 2005 "," ","pues si todo ese el cumplir no se porque no aplicar trabajar desde 1993 hasta 2005"
"AFP Crecer quiere decir que solo aquellos que cumplen los requisitos pero que estén vinejente en la cotización?"," ","afp crecer querer decir que solo aquel que cumplir el requerir pero que estar vinejente en el cotización ?"
"AFP Crecer y que es  el SAP ?.Perdón por la ignorancia"," ","afp crecer y que ser el sap ? . perdón por el ignorancia"
"AFP Crecer Pero tengo entendido que cada año va ir cambiando el Rango.... x que no pone la tablita x Año...."," ","afp crecer pero tener entender que cada año ir ir cambiar el rango . . . . x que no poner el tablita x año . . . ."
"Buenas tardes el dia de hoy están trabajando? Esque escribo al correo a WhatsApp y me dice que me ponga en contacto en los horarios y aca no me contestan?"," ","bueno tardar el dia de hoy estar trabajar ? esque escribir al correar a whatsapp y me decir que me poner en contactar en el horario y aca no me contestar ?"
"Buenas tardes necesito saber si ya recibieron el video de sobrevivencia que envíe el 14 de diciembre y lo volvi a llamar hoy"," ","bueno tardar necesitar saber si ya recibir el video de sobrevivencia que enviar el 14 de diciembre y el volvi a llamar hoy"
"No"," ","no"
"Buenos días¿¿¿ cómo puedo hacer para que un familiar se afilie????"," ","bueno día ¿ ¿ ¿ cómo poder hacer parar que uno familiar se afiliar ? ? ? ?"
"Quiero mi estado de cuenta"," ","querer mi estar de contar"
"Buen dia soy apoderado de una persona que reside en los EE.UU. y ya se comenzó a realizar el trámite de devolución por vejez,ahora bien adonde puedo enviar la copia del poder que me autoriza a realizar todos los trámites pendientes ,o lo llevo personalmente y así acreditarme como tal"," ","bueno dia ser apoderar de unir personar que residir en el ee.uu . y ya se comenzar a realizar el trámite de devolución por vejez , ahora bien adonde poder enviar el copiar del poder que me autorizar a realizar todo el trámite pendiente , o el llevar personalmente y asir acreditarme comer tal"
"Necesito me programen una cita presencial en sucursal santa ana por favor"," ","necesitar me programar unir citar presencial en sucursal santo ana por favor"
"Lo que no entiendo porque hay que dar la contraseña del correo ????Como.puedo hacer para solicitar la cita quiero tramitar el anticipo"," ","el que no entender porque haber que dar el contraseña del correar ? ? ? ? como.puedo hacer parar solicitar el citar querer tramitar el anticipar"
"AFP Crecer de ninguna manera puedo agendar la cita "," ","afp crecer de ninguno manera poder agendar el citar"
"Y si no tengo cuenta de banco"," ","y si no tener contar de banco"
"AFP Crecer tiene que estar a mi nombre o puede ser de mi hijo la cuenta"," ","afp crecer tener que estar a mi nombrar o poder ser de mi hijo el contar"
"AFP Crecer gracias "," ","afp crecer gracia"
"Yo tengo cita para este mes me van a llamar disen tengo la hora estaré pendiente a ver si me asen video llamada.e so me dijeron"," ","yo tener citar parar este mes me ir a llamar disen tener el hora estar pendiente a ver si me asar video llamada.e so me decir"
"Hola ya está el calendario listo..."," ","hola ya estar el calendario listar . . ."
"Manuel Bonilla "," ","manuel bonilla"
"AFP Crecer fuera bueno por Messenger para poder sacarlo gracias"," ","afp crecer ir bueno por messenger parar poder sacarlo gracia"
"AFP Crecer mil gracias yo sé que ustedes nunca fallan"," ","afp crecer mil gracia yo saber que vosotros nunca fallar"
"Mi señora quiere solicitar anticipo de saldo cunple la edad y los años de cotizar necesita cita para vicitar una agencia"," ","mi señor querer solicitar anticipar de saldar cunple el edad y el año de cotizar necesitar citar parar vicitar unir agenciar"
"Buenas tardes solicite mi antisipo d daldo por whwtsapp i no contestan  intente por este medio i me aparese q mi correo no es valido Que puedo haser en  este caso ..Saludos .."," ","bueno tardar solicitar mi antisipo d daldo por whwtsapp i no contestar intentar por este mediar i me aparese q mi correar no ser valer que poder haser en este casar . . saludo . ."
"Ya prove los medios posibles y no responden sólo quiero una cita presencial sucursal santa ana"," ","ya prove el medio posible y no responder sólo querer unir citar presencial sucursal santo ana"
"Una consulta ya no es prestamo solo. Es anticipo y no afecta en mi jubilacion solo lo descuentan favor responder"," ","unir consultar ya no ser prestamo solo . ser anticipar y no afectar en mi jubilacion solo el descontar favor responder"
"AFP Crecer osea mi condicionan para tener mi dinero. Ahorrado yo ya no trabajo desde 2014 y me faltan tres años para cumplir 55 aun asi tiene que ser prestamo "," ","afp crecer osea mi condicionar parar tener mi dinero . ahorrar yo ya no trabajar desde 2014 y me faltar tres año parar cumplir 55 aun asi tener que ser prestamo"
"Necesito que me programenUna cita presencial para sucursal plaza mundo. Retiro voluntario.25%. De mis ahorros"," ","necesitar que me programenuna citar presencial parar sucursal plaza mundo . retirar voluntario . 25 % . de mi ahorro"
"Con esta nueva leyes ya no sera asi"," ","con este nuevo ley ya no sera asi"
"Gracias por la informacion... YO NECESITO EL CALENDARIO DE ABONO DE PENSION.. GRACIAS.."," ","gracia por el informacion . . . yo necesitar el calendario de abonar de pension . . gracia . ."
"Muchas Gracias..<U+0001F64F>"," ","mucho gracia . . <U+0001F64F>"
"Igual yo necesito ese calendario"," ","igual yo necesitar ese calendario"
"No comparto q le impongan una edad ...para dar lo que es de nosotros mismos ...no es justo"," ","no compartir q le imponer unir edad . . . parar dar el que ser de nosotros mismo . . . no ser justar"
"A mi me pudieron todos los documentos desde el 5 de octubre y me dijeron que ya estaba aprobado el cheque pero hasta esta fecha no me han dado respuesta, sera que tengo que volver hacer el tramite??? Espero su respuesta gracias de ante mano"," ","a mi me poder todo el documento desde el 5 de octubre y me decir que ya estar aprobar el cheque pero hasta este fechar no me haber dar respuesta , sera que tener que volver hacer el tramitar ? ? ? esperar su respuesta gracia de ante manar"
"ola tengo 29 años trabajados y 52 de edad puedo pedir un antisiposaludos"," ","ola tener 29 año trabajar y 52 de edad poder pedir uno antisiposaludos"
"Hola porq a unas personas les desembolsan a los 15 dias"," ","hola porq a unir persona les desembolsar a el 15 dias"
"Gracias muy amable"," ","gracia muy amable"
"mi nombre JUAN ERICK GONZALEZ Gonzalez"," ","mi nombrar juan erick gonzalez gonzalez"
"mi estado d cuenta xf"," ","mi estar d contar xf"
"quiero un adelanto xf"," ","querer uno adelantar xf"
"54 boy a cumplir"," ","54 boy a cumplir"
"No me acepta mi correo y la contraseña para hacer un trámite "," ","no me aceptar mi correar y el contraseña parar hacer uno trámite"
"Buenos días, mi mamá intenta ingresar y no pude dice que tiene que actualizar los datos he información personal y ya intentamos por todos los medios y no logramos la actualización. Podrían ayudarnos por favor"," ","bueno día , mi mamá intentar ingresar y no poder decir que tener que actualizar el dato haber información personal y ya intentar por todo el medio y no lograr el actualización . poder ayudarnos por favor"
"Buenos dias cuanto tiempo se tardan en entregar el anticipo de saldo al ser aceptada la solicitud?"," ","bueno dias cuanto tiempo se tardar en entregar el anticipar de saldar al ser aceptar el solicitud ?"
"Nesesito el antisipo de saldo"," ","nesesito el antisipo de saldar"
"Si"," ","si"
"Cuál sería la fecha de la sita"," ","cuál ser el fechar de el sito"
"No me da ninguna fecha "," ","no me dar ninguno fechar"
